ID_Etudiant,Nom,Prenom,Departement,Grade,Annee_etude,Filière,Code_UE,Nom_UE,Code_Matiere,Matiere,Enseignant,Note_Devoir,Note_Examen,Note_Finale,Reussite,Date_Devoir,Date_Examen,Session,Coefficient_Devoir,Coefficient_Examen
ETU0120,Wagner,Gabriel,Génie Électrique,Licence Fondamentale,3,Électrotechnique,ELE2101,Machines Électriques,2ELE2101,Machines synchrones,Victor Ollivier,8.6,10.0,9.4,False,2025-08-02,2025-11-12,Principale,0.4,0.6
ETU0121,Pineau,Danielle,Génie Électrique,Master,1,Électronique de Puissance,ELE2403,Thermique des Composants,1ELE2403,Matériaux thermiques,Hugues Rousset Le Guillon,9.6,10.4,10.1,True,2025-06-21,2025-11-27,Principale,0.4,0.6
ETU0121,Pineau,Danielle,Génie Électrique,Master,1,Électronique de Puissance,ELE2403,Thermique des Composants,2ELE2403,Dissipation thermique,Bertrand Boutin du Bouchet,5.1,6.4,5.9,False,2025-07-01,2025-11-14,Principale,0.4,0.6
ETU0121,Pineau,Danielle,Génie Électrique,Master,1,Électronique de Puissance,ELE2403,Thermique des Composants,3ELE2403,Refroidissement actif,Agathe Perrot,7.9,0.8,3.6,False,2025-10-27,2025-12-03,Principale,0.4,0.6
ETU0121,Pineau,Danielle,Génie Électrique,Master,1,Électronique de Puissance,ELE2401,Convertisseurs Statiques,1ELE2401,Hacheurs série/parallèle,Emmanuel-Grégoire Marion,7.1,7.7,7.5,False,2025-07-05,2025-11-30,Rattrapage,0.4,0.6
ETU0121,Pineau,Danielle,Génie Électrique,Master,1,Électronique de Puissance,ELE2401,Convertisseurs Statiques,2ELE2401,Onduleurs MLI,Jérôme Simon,11.1,9.9,10.4,True,2025-09-16,2025-12-04,Principale,0.4,0.6
ETU0121,Pineau,Danielle,Génie Électrique,Master,1,Électronique de Puissance,ELE2401,Convertisseurs Statiques,3ELE2401,Gradateurs,Hugues Rousset Le Guillon,4.6,8.2,6.8,False,2025-08-14,2025-12-07,Principale,0.4,0.6
ETU0121,Pineau,Danielle,Génie Électrique,Master,1,Électronique de Puissance,ELE2402,Compatibilité Électromagnétique,1ELE2402,Blindage et filtrage,Emmanuel Launay,5.8,9.0,7.7,False,2025-09-01,2025-12-08,Principale,0.4,0.6
ETU0121,Pineau,Danielle,Génie Électrique,Master,1,Électronique de Puissance,ELE2402,Compatibilité Électromagnétique,2ELE2402,Perturbations conduites,Henriette Meunier-Henry,6.3,1.7,3.5,False,2025-08-27,2025-12-01,Principale,0.4,0.6
ETU0122,Lebreton,Geneviève,Génie Électrique,Doctorat,3,Automatique et Contrôle,ELE2201,Automatismes Industriels,1ELE2201,Bus de terrain,Victor Ollivier,9.6,3.2,5.8,False,2025-08-11,2025-12-03,Principale,0.4,0.6
ETU0122,Lebreton,Geneviève,Génie Électrique,Doctorat,3,Automatique et Contrôle,ELE2201,Automatismes Industriels,2ELE2201,GRAFCET et SFC,Célina-Émilie Le Roux,5.0,8.8,7.3,False,2025-07-29,2025-11-13,Principale,0.4,0.6
ETU0122,Lebreton,Geneviève,Génie Électrique,Doctorat,3,Automatique et Contrôle,ELE2202,Régulation Avancée,1ELE2202,Observation d'état,Alix Jacob,5.6,0.0,2.2,False,2025-08-25,2025-11-17,Principale,0.4,0.6
ETU0122,Lebreton,Geneviève,Génie Électrique,Doctorat,3,Automatique et Contrôle,ELE2202,Régulation Avancée,2ELE2202,PID adaptatif,Renée Legrand,2.8,7.1,5.4,False,2025-06-20,2025-12-10,Principale,0.4,0.6
ETU0122,Lebreton,Geneviève,Génie Électrique,Doctorat,3,Automatique et Contrôle,ELE2202,Régulation Avancée,3ELE2202,Commande prédictive,Antoinette Georges,1.2,2.5,2.0,False,2025-08-17,2025-11-29,Rattrapage,0.4,0.6
ETU0122,Lebreton,Geneviève,Génie Électrique,Doctorat,3,Automatique et Contrôle,ELE2203,Systèmes Embarqués,1ELE2203,Traitement du signal,Gérard Bigot,4.0,8.4,6.6,False,2025-10-11,2025-11-30,Rattrapage,0.4,0.6
ETU0122,Lebreton,Geneviève,Génie Électrique,Doctorat,3,Automatique et Contrôle,ELE2203,Systèmes Embarqués,2ELE2203,Microcontrôleurs,Luce Pineau,8.4,13.6,11.5,True,2025-09-19,2025-11-23,Principale,0.4,0.6
ETU0122,Lebreton,Geneviève,Génie Électrique,Doctorat,3,Automatique et Contrôle,ELE2203,Systèmes Embarqués,3ELE2203,Temps réel dur,Benjamin Valette Le Renaud,6.6,10.6,9.0,False,2025-07-21,2025-12-02,Principale,0.4,0.6
ETU0123,Hubert,Adrienne,Génie Informatique,Master Professionnel,1,Génie Logiciel,INF2101,Algorithmique Avancée,1INF2101,Graphes et optimisation,Bertrand Boutin du Bouchet,0.0,0.0,0.0,False,2025-06-17,2025-11-19,Principale,0.4,0.6
ETU0123,Hubert,Adrienne,Génie Informatique,Master Professionnel,1,Génie Logiciel,INF2101,Algorithmique Avancée,2INF2101,Analyse d'algorithmes,Margaux Chrétien,0.0,0.0,0.0,False,2025-07-12,2025-11-26,Principale,0.4,0.6
ETU0123,Hubert,Adrienne,Génie Informatique,Master Professionnel,1,Génie Logiciel,INF2101,Algorithmique Avancée,3INF2101,Structures de données avancées,Aurélie Blanc,0.0,2.0,1.2,False,2025-06-24,2025-12-09,Principale,0.4,0.6
ETU0123,Hubert,Adrienne,Génie Informatique,Master Professionnel,1,Génie Logiciel,INF2102,Développement Logiciel,1INF2102,Architecture logicielle,Emmanuel Chrétien,1.4,5.1,3.6,False,2025-07-07,2025-11-30,Principale,0.4,0.6
ETU0123,Hubert,Adrienne,Génie Informatique,Master Professionnel,1,Génie Logiciel,INF2102,Développement Logiciel,2INF2102,Tests unitaires et TDD,Hugues Rousset Le Guillon,0.0,0.0,0.0,False,2025-09-25,2025-11-12,Principale,0.4,0.6
ETU0123,Hubert,Adrienne,Génie Informatique,Master Professionnel,1,Génie Logiciel,INF2103,Ingénierie des SI,1INF2103,Gestion des exigences,Luce Pineau,0.0,1.2,0.7,False,2025-07-24,2025-12-03,Principale,0.4,0.6
ETU0123,Hubert,Adrienne,Génie Informatique,Master Professionnel,1,Génie Logiciel,INF2103,Ingénierie des SI,2INF2103,UML et modélisation,Louise Gaillard,0.0,0.5,0.3,False,2025-09-09,2025-11-27,Rattrapage,0.4,0.6
ETU0124,Noël,Anastasie,Génie Civil,Licence Fondamentale,1,Urbanisme et Transport,CIV2501,Aménagement du Territoire,1CIV2501,Zones d'aménagement concerté,Corinne Simon,5.1,1.0,2.6,False,2025-07-16,2025-11-26,Principale,0.4,0.6
ETU0124,Noël,Anastasie,Génie Civil,Licence Fondamentale,1,Urbanisme et Transport,CIV2501,Aménagement du Territoire,2CIV2501,Écoquartiers,Louise Gaillard,7.2,5.3,6.1,False,2025-11-04,2025-11-28,Rattrapage,0.4,0.6
ETU0124,Noël,Anastasie,Génie Civil,Licence Fondamentale,1,Urbanisme et Transport,CIV2501,Aménagement du Territoire,3CIV2501,Plans locaux d'urbanisme,Jérôme Simon,6.9,0.0,2.8,False,2025-10-31,2025-11-15,Principale,0.4,0.6
ETU0124,Noël,Anastasie,Génie Civil,Licence Fondamentale,1,Urbanisme et Transport,CIV2502,Infrastructures Routières,1CIV2502,Signalisation,Denis Garcia-Philippe,5.2,1.7,3.1,False,2025-08-18,2025-11-29,Principale,0.4,0.6
ETU0124,Noël,Anastasie,Génie Civil,Licence Fondamentale,1,Urbanisme et Transport,CIV2502,Infrastructures Routières,2CIV2502,Géométrie des routes,Emmanuel Chrétien,6.6,5.2,5.8,False,2025-08-29,2025-11-17,Rattrapage,0.4,0.6
ETU0124,Noël,Anastasie,Génie Civil,Licence Fondamentale,1,Urbanisme et Transport,CIV2503,Ouvrages d'Art,1CIV2503,Ponts à haubans,Emmanuel Chrétien,7.0,9.3,8.4,False,2025-06-12,2025-11-25,Principale,0.4,0.6
ETU0124,Noël,Anastasie,Génie Civil,Licence Fondamentale,1,Urbanisme et Transport,CIV2503,Ouvrages d'Art,2CIV2503,Ponts en arc,Emmanuel Chrétien,1.6,6.6,4.6,False,2025-09-12,2025-11-19,Rattrapage,0.4,0.6
ETU0125,Bonnin,Simone,Génie Informatique,Licence professionnelle,1,Logistique,INF2501,Supply Chain Management,1INF2501,Transport et distribution,Emmanuel Launay,12.0,8.0,9.6,False,2025-07-16,2025-11-27,Principale,0.4,0.6
ETU0125,Bonnin,Simone,Génie Informatique,Licence professionnelle,1,Logistique,INF2501,Supply Chain Management,2INF2501,Gestion des stocks,Emmanuel-Grégoire Marion,3.6,11.9,8.6,False,2025-10-29,2025-11-18,Principale,0.4,0.6
ETU0125,Bonnin,Simone,Génie Informatique,Licence professionnelle,1,Logistique,INF2501,Supply Chain Management,3INF2501,Planification logistique,Véronique Blanchet,11.8,13.4,12.8,True,2025-10-14,2025-11-11,Principale,0.4,0.6
ETU0125,Bonnin,Simone,Génie Informatique,Licence professionnelle,1,Logistique,INF2502,Systèmes d'Information Logistique,1INF2502,ERP logistique,Louise Gaillard,6.1,9.2,8.0,False,2025-08-06,2025-12-04,Principale,0.4,0.6
ETU0125,Bonnin,Simone,Génie Informatique,Licence professionnelle,1,Logistique,INF2502,Systèmes d'Information Logistique,2INF2502,Traçabilité RFID,Victor Ollivier,10.1,7.4,8.5,False,2025-07-26,2025-12-06,Principale,0.4,0.6
ETU0125,Bonnin,Simone,Génie Informatique,Licence professionnelle,1,Logistique,INF2503,E-logistique,1INF2503,E-commerce et logistique,Hugues Rousset Le Guillon,10.9,10.2,10.5,True,2025-10-12,2025-11-23,Principale,0.4,0.6
ETU0125,Bonnin,Simone,Génie Informatique,Licence professionnelle,1,Logistique,INF2503,E-logistique,2INF2503,Plateformes digitales,Timothée Vincent Le Roy,5.2,8.5,7.2,False,2025-07-01,2025-12-08,Principale,0.4,0.6
ETU0126,Salmon,Isabelle,Génie Civil,Master,1,Bâtiment et Travaux Publics,CIV2103,Sécurité Chantier,1CIV2103,Coordination SPS,Aurélie Boulay,14.8,19.4,17.6,True,2025-09-13,2025-11-28,Principale,0.4,0.6
ETU0126,Salmon,Isabelle,Génie Civil,Master,1,Bâtiment et Travaux Publics,CIV2103,Sécurité Chantier,2CIV2103,Étude de sécurité,Pierre Pons,12.1,14.8,13.7,True,2025-08-12,2025-11-14,Principale,0.4,0.6
ETU0126,Salmon,Isabelle,Génie Civil,Master,1,Bâtiment et Travaux Publics,CIV2103,Sécurité Chantier,3CIV2103,Plans de prévention,Bertrand Boutin du Bouchet,18.3,19.9,19.3,True,2025-10-07,2025-12-06,Principale,0.4,0.6
ETU0126,Salmon,Isabelle,Génie Civil,Master,1,Bâtiment et Travaux Publics,CIV2102,Matériaux de Construction,1CIV2102,Béton haute performance,Arthur-Martin Mahe,17.1,13.5,14.9,True,2025-08-27,2025-11-11,Principale,0.4,0.6
ETU0126,Salmon,Isabelle,Génie Civil,Master,1,Bâtiment et Travaux Publics,CIV2102,Matériaux de Construction,2CIV2102,Bois lamellé-collé,Timothée Vincent Le Roy,16.2,13.5,14.6,True,2025-09-07,2025-11-17,Principale,0.4,0.6
ETU0126,Salmon,Isabelle,Génie Civil,Master,1,Bâtiment et Travaux Publics,CIV2101,Technologie du Bâtiment,1CIV2101,Étanchéité toiture,Gérard Bigot,18.9,13.9,15.9,True,2025-09-01,2025-11-16,Principale,0.4,0.6
ETU0126,Salmon,Isabelle,Génie Civil,Master,1,Bâtiment et Travaux Publics,CIV2101,Technologie du Bâtiment,2CIV2101,Gros œuvre,Véronique Blanchet,17.7,17.6,17.6,True,2025-09-29,2025-11-13,Principale,0.4,0.6
ETU0127,Pierre,Yves,Génie Informatique,Licence professionnelle,1,Système Informatique,INF2303,Robotique et Automatisme,1INF2303,Vision par ordinateur,Pierre Pons,5.4,8.4,7.2,False,2025-07-14,2025-11-19,Principale,0.4,0.6
ETU0127,Pierre,Yves,Génie Informatique,Licence professionnelle,1,Système Informatique,INF2303,Robotique et Automatisme,2INF2303,Asservissements,Jérôme Simon,5.6,9.2,7.8,False,2025-09-21,2025-11-25,Principale,0.4,0.6
ETU0127,Pierre,Yves,Génie Informatique,Licence professionnelle,1,Système Informatique,INF2302,Systèmes d'Exploitation,1INF2302,Gestion de la mémoire,Gérard Bigot,5.2,10.4,8.3,False,2025-10-18,2025-11-28,Principale,0.4,0.6
ETU0127,Pierre,Yves,Génie Informatique,Licence professionnelle,1,Système Informatique,INF2302,Systèmes d'Exploitation,2INF2302,Noyau et drivers,Luce Pineau,5.9,0.0,2.4,False,2025-07-15,2025-11-19,Principale,0.4,0.6
ETU0127,Pierre,Yves,Génie Informatique,Licence professionnelle,1,Système Informatique,INF2302,Systèmes d'Exploitation,3INF2302,Ordonnancement,Renée Legrand,4.1,1.7,2.7,False,2025-08-13,2025-11-24,Rattrapage,0.4,0.6
ETU0127,Pierre,Yves,Génie Informatique,Licence professionnelle,1,Système Informatique,INF2301,Architecture Matérielle,1INF2301,Microprocesseurs,Célina-Émilie Le Roux,6.4,6.9,6.7,False,2025-08-25,2025-11-13,Principale,0.4,0.6
ETU0127,Pierre,Yves,Génie Informatique,Licence professionnelle,1,Système Informatique,INF2301,Architecture Matérielle,2INF2301,Systèmes embarqués,Henriette Meunier-Henry,8.3,0.0,3.3,False,2025-06-14,2025-11-18,Principale,0.4,0.6
ETU0128,Texier,Thérèse,Génie Informatique,Licence professionnelle,2,IA et Big Data,INF2403,Big Data Technologies,1INF2403,Traitement en streaming,Aurélie Boulay,17.3,20.0,18.9,True,2025-08-21,2025-11-13,Principale,0.4,0.6
ETU0128,Texier,Thérèse,Génie Informatique,Licence professionnelle,2,IA et Big Data,INF2403,Big Data Technologies,2INF2403,Bases NoSQL,Emmanuel-Grégoire Marion,16.7,16.3,16.5,True,2025-08-19,2025-11-25,Principale,0.4,0.6
ETU0128,Texier,Thérèse,Génie Informatique,Licence professionnelle,2,IA et Big Data,INF2402,Data Science,1INF2402,Data Mining,Pierre Pons,17.9,14.5,15.9,True,2025-10-15,2025-11-18,Principale,0.4,0.6
ETU0128,Texier,Thérèse,Génie Informatique,Licence professionnelle,2,IA et Big Data,INF2402,Data Science,2INF2402,Visualisation de données,Emmanuel Launay,19.8,15.7,17.3,True,2025-06-13,2025-11-28,Principale,0.4,0.6
ETU0128,Texier,Thérèse,Génie Informatique,Licence professionnelle,2,IA et Big Data,INF2401,Intelligence Artificielle,1INF2401,Apprentissage automatique,Charlotte-Michelle Dufour,15.8,20.0,18.3,True,2025-10-17,2025-12-11,Principale,0.4,0.6
ETU0128,Texier,Thérèse,Génie Informatique,Licence professionnelle,2,IA et Big Data,INF2401,Intelligence Artificielle,2INF2401,Réseaux de neurones,Agathe Perrot,19.8,17.2,18.2,True,2025-09-18,2025-12-10,Principale,0.4,0.6
ETU0129,Hamel,Adrienne,Génie Civil,Doctorat,1,Hydraulique et Environnement,CIV2403,Génie de l'Environnement,1CIV2403,Gestion des déchets,Corinne Simon,10.1,18.0,14.8,True,2025-07-19,2025-11-19,Principale,0.4,0.6
ETU0129,Hamel,Adrienne,Génie Civil,Doctorat,1,Hydraulique et Environnement,CIV2403,Génie de l'Environnement,2CIV2403,Dépollution des sols,Célina-Émilie Le Roux,15.5,15.5,15.5,True,2025-09-26,2025-11-19,Principale,0.4,0.6
ETU0129,Hamel,Adrienne,Génie Civil,Doctorat,1,Hydraulique et Environnement,CIV2403,Génie de l'Environnement,3CIV2403,Études d'impact,Véronique Blanchet,16.0,14.3,15.0,True,2025-09-14,2025-11-24,Rattrapage,0.4,0.6
ETU0129,Hamel,Adrienne,Génie Civil,Doctorat,1,Hydraulique et Environnement,CIV2401,Hydrologie,1CIV2401,Bilans hydriques,Benjamin Valette Le Renaud,12.7,10.5,11.4,True,2025-10-11,2025-11-24,Principale,0.4,0.6
ETU0129,Hamel,Adrienne,Génie Civil,Doctorat,1,Hydraulique et Environnement,CIV2401,Hydrologie,2CIV2401,Crues décennales,Emmanuel Chrétien,14.0,12.9,13.3,True,2025-09-24,2025-11-23,Rattrapage,0.4,0.6
ETU0129,Hamel,Adrienne,Génie Civil,Doctorat,1,Hydraulique et Environnement,CIV2402,Traitement des Eaux,1CIV2402,Potabilisation,Emmanuel Chrétien,11.6,11.8,11.7,True,2025-10-10,2025-12-01,Principale,0.4,0.6
ETU0129,Hamel,Adrienne,Génie Civil,Doctorat,1,Hydraulique et Environnement,CIV2402,Traitement des Eaux,2CIV2402,Déphosphatation,Henriette Meunier-Henry,13.0,12.5,12.7,True,2025-07-26,2025-11-15,Principale,0.4,0.6
ETU0130,Lebon,Daniel,Génie Informatique,Licence professionnelle,3,Système Informatique,INF2302,Systèmes d'Exploitation,1INF2302,Ordonnancement,Louise Gaillard,7.3,3.6,5.1,False,2025-07-19,2025-12-03,Principale,0.4,0.6
ETU0130,Lebon,Daniel,Génie Informatique,Licence professionnelle,3,Système Informatique,INF2302,Systèmes d'Exploitation,2INF2302,Gestion de la mémoire,Luce Pineau,6.3,0.5,2.8,False,2025-08-04,2025-11-22,Principale,0.4,0.6
ETU0130,Lebon,Daniel,Génie Informatique,Licence professionnelle,3,Système Informatique,INF2301,Architecture Matérielle,1INF2301,Systèmes embarqués,Bertrand Boutin du Bouchet,10.2,2.3,5.5,False,2025-06-14,2025-12-03,Principale,0.4,0.6
ETU0130,Lebon,Daniel,Génie Informatique,Licence professionnelle,3,Système Informatique,INF2301,Architecture Matérielle,2INF2301,Microprocesseurs,Henriette Meunier-Henry,2.5,9.0,6.4,False,2025-08-16,2025-11-27,Principale,0.4,0.6
ETU0130,Lebon,Daniel,Génie Informatique,Licence professionnelle,3,Système Informatique,INF2301,Architecture Matérielle,3INF2301,Architecture parallèle,Antoinette Georges,6.1,11.0,9.0,False,2025-08-22,2025-12-02,Principale,0.4,0.6
ETU0130,Lebon,Daniel,Génie Informatique,Licence professionnelle,3,Système Informatique,INF2303,Robotique et Automatisme,1INF2303,Capteurs et actionneurs,Bertrand Boutin du Bouchet,11.1,2.0,5.6,False,2025-06-21,2025-12-09,Rattrapage,0.4,0.6
ETU0130,Lebon,Daniel,Génie Informatique,Licence professionnelle,3,Système Informatique,INF2303,Robotique et Automatisme,2INF2303,Vision par ordinateur,Charlotte-Michelle Dufour,7.7,3.4,5.1,False,2025-09-17,2025-12-11,Principale,0.4,0.6
ETU0131,Le Roux,Théophile,Génie Électrique,Doctorat,3,Énergies Renouvelables,ELE2301,Solaire Photovoltaïque,1ELE2301,Onduleurs solaires,Victor Ollivier,17.1,14.4,15.5,True,2025-10-07,2025-11-20,Principale,0.4,0.6
ETU0131,Le Roux,Théophile,Génie Électrique,Doctorat,3,Énergies Renouvelables,ELE2301,Solaire Photovoltaïque,2ELE2301,Cellules PV,Bertrand Boutin du Bouchet,15.2,13.2,14.0,True,2025-10-27,2025-11-28,Principale,0.4,0.6
ETU0131,Le Roux,Théophile,Génie Électrique,Doctorat,3,Énergies Renouvelables,ELE2301,Solaire Photovoltaïque,3ELE2301,Dimensionnement de centrales,Alix Jacob,14.0,10.2,11.7,True,2025-11-10,2025-11-30,Principale,0.4,0.6
ETU0131,Le Roux,Théophile,Génie Électrique,Doctorat,3,Énergies Renouvelables,ELE2302,Éolien,1ELE2302,Conversion éolienne,Corinne Simon,12.9,19.9,17.1,True,2025-10-09,2025-11-25,Rattrapage,0.4,0.6
ETU0131,Le Roux,Théophile,Génie Électrique,Doctorat,3,Énergies Renouvelables,ELE2302,Éolien,2ELE2302,Intégration au réseau,Antoinette Georges,17.6,12.0,14.2,True,2025-08-14,2025-12-06,Principale,0.4,0.6
ETU0131,Le Roux,Théophile,Génie Électrique,Doctorat,3,Énergies Renouvelables,ELE2302,Éolien,3ELE2302,Aérogénérateurs,Véronique Blanchet,18.8,14.2,16.0,True,2025-06-24,2025-12-07,Principale,0.4,0.6
ETU0131,Le Roux,Théophile,Génie Électrique,Doctorat,3,Énergies Renouvelables,ELE2303,Stockage d'Énergie,1ELE2303,Power-to-Gas,Renée Legrand,18.7,16.5,17.4,True,2025-07-19,2025-11-19,Principale,0.4,0.6
ETU0131,Le Roux,Théophile,Génie Électrique,Doctorat,3,Énergies Renouvelables,ELE2303,Stockage d'Énergie,2ELE2303,Batteries Li-ion,Aurélie Blanc,17.6,14.9,16.0,True,2025-11-06,2025-11-22,Principale,0.4,0.6
ETU0131,Le Roux,Théophile,Génie Électrique,Doctorat,3,Énergies Renouvelables,ELE2303,Stockage d'Énergie,3ELE2303,Supercondensateurs,Emmanuel Launay,13.5,16.4,15.2,True,2025-10-14,2025-12-10,Principale,0.4,0.6
ETU0132,Guyon,Théodore,Génie Informatique,Licence professionnelle,3,Génie Logiciel,INF2101,Algorithmique Avancée,1INF2101,Analyse d'algorithmes,Luce Pineau,8.4,6.1,7.0,False,2025-09-24,2025-11-29,Rattrapage,0.4,0.6
ETU0132,Guyon,Théodore,Génie Informatique,Licence professionnelle,3,Génie Logiciel,INF2101,Algorithmique Avancée,2INF2101,Graphes et optimisation,Renée Legrand,6.0,12.2,9.7,False,2025-08-03,2025-12-06,Principale,0.4,0.6
ETU0132,Guyon,Théodore,Génie Informatique,Licence professionnelle,3,Génie Logiciel,INF2101,Algorithmique Avancée,3INF2101,Structures de données avancées,Emmanuel-Grégoire Marion,4.7,7.1,6.1,False,2025-11-07,2025-12-02,Principale,0.4,0.6
ETU0132,Guyon,Théodore,Génie Informatique,Licence professionnelle,3,Génie Logiciel,INF2102,Développement Logiciel,1INF2102,Tests unitaires et TDD,Pierre Pons,10.3,9.1,9.6,False,2025-11-08,2025-11-16,Principale,0.4,0.6
ETU0132,Guyon,Théodore,Génie Informatique,Licence professionnelle,3,Génie Logiciel,INF2102,Développement Logiciel,2INF2102,Architecture logicielle,Véronique Blanchet,6.2,6.6,6.4,False,2025-09-03,2025-12-04,Principale,0.4,0.6
ETU0132,Guyon,Théodore,Génie Informatique,Licence professionnelle,3,Génie Logiciel,INF2103,Ingénierie des SI,1INF2103,Cycle de vie des projets,Véronique Blanchet,10.3,10.4,10.4,True,2025-08-23,2025-12-03,Principale,0.4,0.6
ETU0132,Guyon,Théodore,Génie Informatique,Licence professionnelle,3,Génie Logiciel,INF2103,Ingénierie des SI,2INF2103,UML et modélisation,Antoinette Georges,5.5,7.6,6.8,False,2025-07-11,2025-11-27,Principale,0.4,0.6
ETU0132,Guyon,Théodore,Génie Informatique,Licence professionnelle,3,Génie Logiciel,INF2103,Ingénierie des SI,3INF2103,Gestion des exigences,Jérôme Simon,9.9,7.2,8.3,False,2025-10-22,2025-12-07,Principale,0.4,0.6
ETU0133,Payet,Adrien,Génie Informatique,Master Professionnel,2,Logistique,INF2502,Systèmes d'Information Logistique,1INF2502,ERP logistique,Emmanuel-Grégoire Marion,14.1,13.7,13.9,True,2025-10-18,2025-12-02,Principale,0.4,0.6
ETU0133,Payet,Adrien,Génie Informatique,Master Professionnel,2,Logistique,INF2502,Systèmes d'Information Logistique,2INF2502,Traçabilité RFID,Thibaut Bernier,10.6,15.0,13.2,True,2025-09-02,2025-12-09,Principale,0.4,0.6
ETU0133,Payet,Adrien,Génie Informatique,Master Professionnel,2,Logistique,INF2503,E-logistique,1INF2503,Last mile delivery,Henriette Meunier-Henry,14.8,13.7,14.1,True,2025-08-19,2025-11-26,Principale,0.4,0.6
ETU0133,Payet,Adrien,Génie Informatique,Master Professionnel,2,Logistique,INF2503,E-logistique,2INF2503,E-commerce et logistique,Bertrand Boutin du Bouchet,13.3,14.7,14.1,True,2025-09-30,2025-11-23,Principale,0.4,0.6
ETU0133,Payet,Adrien,Génie Informatique,Master Professionnel,2,Logistique,INF2501,Supply Chain Management,1INF2501,Gestion des stocks,Timothée Vincent Le Roy,13.2,14.2,13.8,True,2025-08-04,2025-11-13,Principale,0.4,0.6
ETU0133,Payet,Adrien,Génie Informatique,Master Professionnel,2,Logistique,INF2501,Supply Chain Management,2INF2501,Planification logistique,Bertrand Boutin du Bouchet,20.0,15.8,17.5,True,2025-11-04,2025-11-29,Principale,0.4,0.6
ETU0134,Guyon,Margaux,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2203,Administration Système,1INF2203,Virtualisation et conteneurs,Jérôme Simon,11.3,7.2,8.8,False,2025-08-05,2025-11-12,Rattrapage,0.4,0.6
ETU0134,Guyon,Margaux,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2203,Administration Système,2INF2203,Linux serveur,Timothée Vincent Le Roy,11.5,6.1,8.3,False,2025-06-15,2025-11-12,Rattrapage,0.4,0.6
ETU0134,Guyon,Margaux,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2203,Administration Système,3INF2203,Scripting shell,Aurélie Blanc,8.3,10.4,9.6,False,2025-06-25,2025-12-06,Principale,0.4,0.6
ETU0134,Guyon,Margaux,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2202,Sécurité Informatique,1INF2202,Cryptographie appliquée,Aurélie Blanc,2.6,10.7,7.5,False,2025-08-07,2025-11-20,Rattrapage,0.4,0.6
ETU0134,Guyon,Margaux,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2202,Sécurité Informatique,2INF2202,Pare-feu et IDS/IPS,Véronique Blanchet,15.5,11.1,12.9,True,2025-10-16,2025-12-04,Principale,0.4,0.6
ETU0134,Guyon,Margaux,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2201,Réseaux et Communications,1INF2201,Routage et commutation,Véronique Blanchet,10.6,10.9,10.8,True,2025-10-30,2025-11-29,Rattrapage,0.4,0.6
ETU0134,Guyon,Margaux,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2201,Réseaux et Communications,2INF2201,Réseaux sans fil,Agathe Perrot,11.3,8.2,9.4,False,2025-08-27,2025-12-11,Principale,0.4,0.6
ETU0134,Guyon,Margaux,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2201,Réseaux et Communications,3INF2201,TCP/IP avancé,Célina-Émilie Le Roux,13.3,8.4,10.4,True,2025-08-08,2025-11-19,Principale,0.4,0.6
ETU0135,Gros,Honoré,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2203,Administration Système,1INF2203,Virtualisation et conteneurs,Arthur-Martin Mahe,6.2,6.2,6.2,False,2025-09-19,2025-11-13,Rattrapage,0.4,0.6
ETU0135,Gros,Honoré,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2203,Administration Système,2INF2203,Scripting shell,Emmanuel Launay,9.1,10.8,10.1,True,2025-09-02,2025-11-26,Principale,0.4,0.6
ETU0135,Gros,Honoré,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2201,Réseaux et Communications,1INF2201,Routage et commutation,Margaux Chrétien,8.8,0.0,3.5,False,2025-07-03,2025-11-28,Principale,0.4,0.6
ETU0135,Gros,Honoré,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2201,Réseaux et Communications,2INF2201,TCP/IP avancé,Aurélie Boulay,6.7,9.0,8.1,False,2025-09-14,2025-12-06,Principale,0.4,0.6
ETU0135,Gros,Honoré,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2201,Réseaux et Communications,3INF2201,Réseaux sans fil,Victor Ollivier,7.1,17.7,13.5,True,2025-07-29,2025-12-08,Rattrapage,0.4,0.6
ETU0135,Gros,Honoré,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2202,Sécurité Informatique,1INF2202,Audit de sécurité,Luce Pineau,8.0,6.4,7.0,False,2025-06-16,2025-11-17,Principale,0.4,0.6
ETU0135,Gros,Honoré,Génie Informatique,Master Professionnel,1,Système et réseaux,INF2202,Sécurité Informatique,2INF2202,Pare-feu et IDS/IPS,Josette Normand,8.0,9.5,8.9,False,2025-10-04,2025-11-19,Principale,0.4,0.6
